HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,year,Tot_Spndng,Tot_Dsg_Unts,Tot_Benes,Avg_Spndng_Per_Dsg_Unt,Avg_Spndng_Per_Clm,Avg_Spndng_Per_Bene,Tot_Clms,Outlier_Flag
J7345_2019,"Aminolevulinic acid hcl for topical administration, 10% gel, 10 mg",Ameluz,Aminolevulinic Acid HCL,2019,10261382.67,7327516.0,26271.0,1.4003903465,273.1997516,390.59733813,37560.0,0.0
J7351_2019,"Injection, bimatoprost, intracameral implant, 1 microgram",Durysta,Bimatoprost,2019,\N,\N,\N,\N,\N,\N,\N,\N
J7402_2019,"Mometasone furoate sinus implant, (sinuva), 10 micrograms",Sinuva,Mometasone Furoate,2019,\N,\N,\N,\N,\N,\N,\N,\N
J7500_2019,"Azathioprine, oral, 50 mg",Azasan*,Azathioprine*,2019,1882090.95,2278009.0,5559.0,0.8261999623,42.6613539,338.56645979,44117.0,0.0
J7502_2019,"Cyclosporine, oral, 100 mg",Cyclosporine (J7502)*,Cyclosporine*,2019,3983460.49,1740340.0,3797.0,2.2888978533,138.16108803,1049.1073189,28832.0,0.0
J7503_2019,"Tacrolimus, extended release, (envarsus xr), oral, 0.25 mg",Envarsus Xr,Tacrolimus,2019,43972190.23,34145378.0,8032.0,1.2877933356,731.11516078,5474.6252776,60144.0,0.0
J7504_2019,"Lymphocyte immune globulin, antithymocyte globulin, equine, parenteral, 250 mg",Atgam,"Lymphocyte Ig,antithymocyt,equ",2019,1044134.37,558.0,19.0,1871.2085484,27477.220263,54954.440526,38.0,0.0
J7507_2019,"Tacrolimus, immediate release, oral, 1 mg",Prograf (J7507)*,Tacrolimus*,2019,50873335.26,107499304.0,92615.0,0.473243392,59.332071343,549.29909043,857434.0,0.0
J7508_2019,"Tacrolimus, extended release, (astagraf xl), oral, 0.1 mg",Astagraf XL,Tacrolimus,2019,6405878.33,13748180.0,1027.0,0.4659437344,629.19932521,6237.4667283,10181.0,0.0
J7509_2019,"Methylprednisolone oral, per 4 mg",Medrol*,MethylprednIsolone*,2019,12270.69,28772.0,145.0,0.4264802586,14.185768786,84.625448276,865.0,0.0
J7510_2019,"Prednisolone oral, per 5 mg",PrednIsolone*,PrednIsolone*,2019,3047.76,44193.0,289.0,0.0689647682,2.3212185834,10.545882353,1313.0,0.0
J7511_2019,"Lymphocyte immune globulin, antithymocyte globulin, rabbit, parenteral, 25 mg",Thymoglobulin,"Anti-Thymocyte Globulin,rabbit",2019,2245741.09,3710.0,484.0,605.32104852,2943.3041809,4639.9609298,763.0,0.0
J7512_2019,"Prednisone, immediate release or delayed release, oral, 1 mg",PrednIsone*,PrednIsone*,2019,992359.99,65055326.0,49548.0,0.015254093,2.8474852225,20.028255227,348504.0,0.0
J7515_2019,"Cyclosporine, oral, 25 mg",Cyclosporine (J7515)*,Cyclosporine*,2019,7126225.68,10500921.0,8590.0,0.6786286346,98.156026501,829.595539,72601.0,0.0
J7517_2019,"Mycophenolate mofetil, oral, 250 mg",CELlcept*,Mycophenolate Mofetil*,2019,47973170.89,68039991.0,54759.0,0.7050731516,107.89483117,876.07828649,444629.0,0.0
J7518_2019,"Mycophenolic acid, oral, 180 mg",Mycophenolic Acid*,Mycophenolate Sodium*,2019,140003140.59,44613384.0,33847.0,3.1381421456,493.2032501,4136.3530177,283865.0,0.0
J7520_2019,"Sirolimus, oral, 1 mg",Rapamune*,Sirolimus*,2019,19414146.02,2898358.0,7226.0,6.6983257486,323.38046173,2686.7071713,60035.0,0.0
J7525_2019,"Tacrolimus, parenteral, 5 mg",Prograf (J7525),Tacrolimus,2019,53335.08,354.0,49.0,150.6640678,233.92578947,1088.4710204,228.0,0.0
J7527_2019,"Everolimus, oral, 0.25 mg",Everolimus*,Everolimus*,2019,52630753.79,6103116.0,2408.0,8.6235873265,2668.0905298,21856.625328,19726.0,0.0
J7605_2019,"Arformoterol, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 15 micrograms",Arformoterol Tartrate*,Arformoterol Tartrate*,2019,207354652.19,20978518.0,53498.0,9.8841420633,592.42662957,3875.9327861,350009.0,0.0
J7606_2019,"Formoterol fumarate, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 20 micrograms",Formoterol Fumarate*,Formoterol Fumarate*,2019,129800783.9,11245406.0,32876.0,11.542560927,699.53858703,3948.1927211,185552.0,0.0
J7608_2019,"Acetylcysteine, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per gram",Acetylcysteine,Acetylcysteine,2019,1986794.45,436036.0,4810.0,4.5564917805,133.70083782,413.05497921,14860.0,0.0
J7611_2019,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 1 mg",Albuterol Sulfate (J7611),Albuterol Sulfate,2019,231076.25,1439668.0,22262.0,0.1605066237,7.8373439832,10.379851316,29484.0,0.0
J7612_2019,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 0.5 mg",Albuterol Sulfate (J7612)*,Albuterol Sulfate*,2019,65378.65,303793.4,3081.0,0.2152076049,17.88745554,21.219944823,3655.0,0.0
J7613_2019,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg",Albuterol Sulfate (J7613),Albuterol Sulfate,2019,10782695.04,250099635.9,505447.0,0.0431135975,7.9303823504,21.332988503,1359669.0,0.0
J7614_2019,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",Levalbuterol HCL*,Levalbuterol HCL*,2019,812914.66,12859843.0,41629.0,0.0632134203,9.177387839,19.527604795,88578.0,0.0
J7620_2019,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,2019,16627604.57,124777203.0,462609.0,0.1332583531,12.071311999,35.943106533,1377448.0,0.0
J7626_2019,"Budesonide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 0.5 mg",Budesonide*,Budesonide*,2019,96027163.279,43358304.0,139740.0,2.2147352276,130.57618567,687.18450894,735411.0,0.0
J7631_2019,"Cromolyn sodium, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 10 milligrams",Cromolyn Sodium,Cromolyn Sodium,2019,1333680.32,276557.0,441.0,4.8224428237,879.15644034,3024.2184127,1517.0,0.0
J7639_2019,"Dornase alfa, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Pulmozyme,Dornase Alfa,2019,31965571.64,680522.0,1329.0,46.972135567,3785.5958835,24052.348864,8444.0,0.0
J7644_2019,"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Ipratropium Bromide,Ipratropium Bromide,2019,2170375.61,10969319.5,96625.0,0.1978587286,7.8998875644,22.461843312,274735.0,0.0
J7674_2019,"Methacholine chloride administered as inhalation solution through a nebulizer, per 1 mg",Provocholine,Methacholine Chloride,2019,102875.52,157718.0,3463.0,0.6522750732,29.468782584,29.707051689,3491.0,0.0
J7677_2019,"Revefenacin inhalation solution, fda-approved final product, non-compounded, administered through dme, 1 microgram",Yupelri,Revefenacin,2019,40651258.48,198632843.0,12118.0,0.2046552718,1071.4052628,3354.6177983,37942.0,0.0
J7682_2019,"Tobramycin, inhalation solution, fda-approved final product, non-compounded, unit dose form, administered through dme, per 300 milligrams",Bethkis*,Tobramycin*,2019,20655477.2,542532.0,3347.0,38.072366607,1991.465214,6171.3406633,10372.0,0.0
J7686_2019,"Treprostinil, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, 1.74 mg",Tyvaso*,Treprostinil*,2019,194721681.52,330492.0,1483.0,589.18727691,16392.093739,131302.54991,11879.0,0.0
J8501_2019,"Aprepitant, oral, 5 mg",Aprepitant*,Aprepitant*,2019,21951.86,4419.0,43.0,4.9676080561,255.25418605,510.50837209,86.0,0.0
J8520_2019,"Capecitabine, oral, 150 mg",Capecitabine (J8520)*,Capecitabine*,2019,733688.54,580409.0,3474.0,1.2640888408,67.627296525,211.19416811,10849.0,0.0
J8521_2019,"Capecitabine, oral, 500 mg",Capecitabine (J8521)*,Capecitabine*,2019,31311019.36,8827502.0,27054.0,3.5469852468,269.83651215,1157.3526783,116037.0,0.0
J8530_2019,"Cyclophosphamide; oral, 25 mg",Cyclophosphamide (J8530),Cyclophosphamide,2019,3091122.05,804770.0,3008.0,3.8410005964,253.5161199,1027.6336602,12193.0,0.0
J8540_2019,"Dexamethasone, oral, 0.25 mg",Dexamethasone,Dexamethasone,2019,1918.91,36078.0,189.0,0.0531878153,2.6250478796,10.152962963,731.0,0.0
J8560_2019,"Etoposide; oral, 50 mg",Etoposide,Etoposide,2019,2114465.78,28512.0,534.0,74.160556257,1328.1820226,3959.6737453,1592.0,0.0
J8610_2019,"Methotrexate; oral, 2.5 mg",Methotrexate (J8610)*,Methotrexate Sodium*,2019,7549.65,29981.0,218.0,0.2518144825,6.9199358387,34.631422018,1091.0,0.0
J8655_2019,"Netupitant 300 mg and palonosetron 0.5 mg, oral",Akynzeo (J8655),Netupitant/Palonosetron HCL,2019,158653.02,649.0,178.0,244.45765794,244.83490741,891.30910112,648.0,0.0
J8700_2019,"Temozolomide, oral, 5 mg",Temodar (J8700)*,Temozolomide*,2019,6522064.66,5164340.0,5738.0,1.2629038096,276.96894259,1136.6442419,23548.0,0.0
J8705_2019,"Topotecan, oral, 0.25 mg",Hycamtin (J8705),Topotecan HCL,2019,2454782.82,24123.0,116.0,101.7610919,6652.5279675,21161.920862,369.0,0.0
J9000_2019,"Injection, doxorubicin hydrochloride, 10 mg",Adriamycin*,Doxorubicin HCL*,2019,828804.6,263774.5,7889.0,3.1420952367,26.584699769,105.05825833,31176.0,0.0
J9017_2019,"Injection, arsenic trioxide, 1 mg",Arsenic Trioxide*,Arsenic Trioxide*,2019,6753891.96,128643.0,210.0,52.501045218,1060.7651893,32161.390286,6367.0,0.0
J9021_2019,"Injection, asparaginase, recombinant, (rylaze), 0.1 mg",Rylaze,Asparaginase Erwinia-Rywn,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9022_2019,"Injection, atezolizumab, 10 mg",Tecentriq,Atezolizumab,2019,463609096.18,6509813.0,9954.0,71.216960638,8705.4566929,46575.155333,53255.0,0.0
J9023_2019,"Injection, avelumab, 10 mg",Bavencio,Avelumab,2019,39262481.81,486584.0,525.0,80.690038739,7268.1380618,74785.679638,5402.0,0.0
J9025_2019,"Injection, azacitidine, 1 mg",Azacitidine*,Azacitidine*,2019,55239836.28,47634411.0,9725.0,1.1596624188,251.12326752,5680.1888206,219971.0,0.0
J9027_2019,"Injection, clofarabine, 1 mg",Clofarabine*,Clofarabine*,2019,178016.8,3281.0,\N,54.256872905,3069.2551724,\N,58.0,0.0
J9030_2019,"Bcg live intravesical instillation, 1 mg",BCG (Tice Strain)*,BCG Live*,2019,6951438.73,2556117.1,15864.0,2.7195306232,108.70625252,438.18953164,63947.0,0.0
J9032_2019,"Injection, belinostat, 10 mg",Beleodaq,Belinostat,2019,8163080.67,232187.0,46.0,35.157354503,7871.8232112,177458.27543,1037.0,0.0
J9033_2019,"Injection, bendamustine hcl (treanda), 1 mg",Bendamustine HCL (J9033)*,Bendamustine HCL*,2019,25796278.42,948091.0,1027.0,27.208652355,4774.4361318,25118.08999,5403.0,0.0
J9034_2019,"Injection, bendamustine hcl (bendeka), 1 mg",Bendeka,Bendamustine HCL,2019,207478491.39,8938214.0,8822.0,23.212522254,4149.9018199,23518.30553,49996.0,0.0
J9035_2019,"Injection, bevacizumab, 10 mg",Avastin,Bevacizumab,2019,1034940361.1,14188657.0,220613.0,72.941389806,1122.3342873,4691.2029711,922132.0,0.0
J9036_2019,"Injection, bendamustine hydrochloride, (belrapzo/bendamustine), 1 mg",Belrapzo*,Bendamustine HCL*,2019,5597052.91,237920.0,339.0,23.524936575,4253.0797188,16510.48056,1316.0,0.0
J9039_2019,"Injection, blinatumomab, 1 microgram",Blincyto,Blinatumomab,2019,23233651.04,222483.0,159.0,104.42888239,14658.454915,146123.59145,1585.0,0.0
J9040_2019,"Injection, bleomycin sulfate, 15 units",Bleo 15k*,Bleomycin Sulfate*,2019,100675.87,3836.0,1112.0,26.245013034,37.342681751,90.535854317,2696.0,0.0
J9041_2019,"Injection, bortezomib, 0.1 mg",Bortezomib (J9041)*,Bortezomib*,2019,407991506.42,10045709.4,19594.0,40.61350873,1553.1055388,20822.267348,262694.0,0.0
J9042_2019,"Injection, brentuximab vedotin, 1 mg",Adcetris,Brentuximab Vedotin,2019,155007733.92,1104174.0,1741.0,140.38343044,18391.995007,89033.735738,8428.0,0.0
J9043_2019,"Injection, cabazitaxel, 1 mg",Jevtana,Cabazitaxel,2019,104367174.28,675026.0,2780.0,154.61208054,9110.263118,37542.149022,11456.0,0.0
J9045_2019,"Injection, carboplatin, 50 mg",Carboplatin*,Carboplatin*,2019,2959178.28,991802.3,32502.0,2.983637243,21.043644121,91.046036552,140621.0,0.0
J9047_2019,"Injection, carfilzomib, 1 mg",Kyprolis,Carfilzomib,2019,276259802.78,8303473.0,5815.0,33.270392134,3029.9286309,47508.134614,91177.0,0.0
J9049_2019,"Injection, bortezomib (hospira), not therapeutically equivalent to j9041, 0.1 mg",Bortezomib (J9049),Bortezomib,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9050_2019,"Injection, carmustine, 100 mg",Bicnu*,Carmustine*,2019,1657150.79,557.0,94.0,2975.1360682,11507.991597,17629.263723,144.0,0.0
J9055_2019,"Injection, cetuximab, 10 mg",Erbitux,Cetuximab,2019,152925832.48,2794852.0,5087.0,54.7169698,3650.2167915,30062.086196,41895.0,0.0
J9056_2019,"Injection, bendamustine hydrochloride (vivimusta), 1 mg",Vivimusta,Bendamustine HCL,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9058_2019,"Injection, bendamustine hydrochloride (apotex), 1 mg",Bendamustine HCL (J9058),Bendamustine HCL,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9059_2019,"Injection, bendamustine hydrochloride (baxter), 1 mg",Bendamustine HCL (J9059),Bendamustine HCL,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9060_2019,"Injection, cisplatin, powder or solution, 10 mg",Cisplatin,Cisplatin,2019,570452.19,305584.2,8444.0,1.8667594398,14.998480044,67.557104453,38034.0,0.0
J9061_2019,"Injection, amivantamab-vmjw, 2 mg",Rybrevant,Amivantamab-Vmjw,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9063_2019,"Injection, mirvetuximab soravtansine-gynx, 1 mg",Elahere,Mirvetuximab Soravtansine-Gynx,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9065_2019,"Injection, cladribine, per 1 mg",Cladribine,Cladribine,2019,445556.77,23721.0,336.0,18.783220353,306.01426511,1326.0618155,1456.0,0.0
J9070_2019,"Cyclophosphamide, 100 mg",Cyclophosphamide (J9070),Cyclophosphamide,2019,44982980.4,1397293.2,28616.0,32.192943042,407.31433383,1571.9520688,110438.0,0.0
J9071_2019,"Injection, cyclophosphamide, (auromedics), 5 mg",Cyclophosphamide (J9071),Cyclophosphamide,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9100_2019,"Injection, cytarabine, 100 mg",Cytarabine*,Cytarabine*,2019,14287.14,22995.0,254.0,0.6213150685,4.874493347,56.248582677,2931.0,0.0
J9119_2019,"Injection, cemiplimab-rwlc, 1 mg",Libtayo,Cemiplimab-Rwlc,2019,30585393.47,1136007.0,1080.0,26.923595955,9630.1616719,28319.808769,3176.0,0.0
J9120_2019,"Injection, dactinomycin, 0.5 mg",COsmegen*,Dactinomycin*,2019,219988.62,213.0,23.0,1032.8104225,2820.3669231,9564.7226087,78.0,0.0
J9130_2019,"Dacarbazine, 100 mg",Dacarbazine,Dacarbazine,2019,115564.85,26658.0,584.0,4.3350907795,32.480283867,197.88501712,3558.0,0.0
J9144_2019,"Injection, daratumumab, 10 mg and hyaluronidase-fihj",Darzalex Faspro,Daratumumab-Hyaluronidase-Fihj,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9145_2019,"Injection, daratumumab, 10 mg",Darzalex,Daratumumab,2019,795687303.76,16273616.2,11858.0,48.894314207,6637.3648962,67101.307452,119880.0,0.0
J9150_2019,"Injection, daunorubicin, 10 mg",Daunorubicin HCL,Daunorubicin HCL,2019,21470.49,512.0,28.0,41.934550781,351.9752459,766.80321429,61.0,0.0
J9153_2019,"Injection, liposomal, 1 mg daunorubicin and 2.27 mg cytarabine",Vyxeos,Daunorubicin/Cytarabine Lipos,2019,7743605.67,41132.0,172.0,188.26231815,17401.361056,45020.963198,445.0,0.0
J9155_2019,"Injection, degarelix, 1 mg",Firmagon,Degarelix Acetate,2019,18593988.15,5038412.0,13259.0,3.6904461465,417.15810356,1402.367309,44573.0,0.0
J9171_2019,"Injection, docetaxel, 1 mg",Docefrez*,Docetaxel*,2019,11888279.95,12625086.6,26239.0,0.9416394775,113.86150704,453.07671596,104410.0,0.0
J9173_2019,"Injection, durvalumab, 10 mg",Imfinzi,Durvalumab,2019,449585633.2,6220013.5,8927.0,72.280491546,6339.9607011,50362.45471,70913.0,0.0
J9176_2019,"Injection, elotuzumab, 1 mg",Empliciti,Elotuzumab,2019,116388207.33,19472679.3,2079.0,5.977000162,5694.4178937,55982.783709,20439.0,0.0
J9177_2019,"Injection, enfortumab vedotin-ejfv, 0.25 mg",Padcev,Enfortumab Vedotin-Ejfv,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9178_2019,"Injection, epirubicin hcl, 2 mg",Ellence*,Epirubicin HCL*,2019,21645.62,21055.0,101.0,1.0280512942,46.449828326,214.31306931,466.0,0.0
J9179_2019,"Injection, eribulin mesylate, 0.1 mg",Halaven,Eribulin Mesylate,2019,49642352.28,477878.0,2497.0,103.88080698,2801.3290604,19880.797869,17721.0,0.0
J9181_2019,"Injection, etoposide, 10 mg",Etopophos*,Etoposide Phosphate*,2019,598845.18,919521.1,5944.0,0.6512576819,10.822568449,100.7478432,55333.0,0.0
J9185_2019,"Injection, fludarabine phosphate, 50 mg",Fludarabine Phosphate,Fludarabine Phosphate,2019,63848.68,947.0,146.0,67.422048574,78.825530864,437.31972603,810.0,0.0
J9190_2019,"Injection, fluorouracil, 500 mg",Adrucil*,Fluorouracil*,2019,2629698.79,1571221.1,31156.0,1.6736656541,13.250055626,84.404249262,198467.0,0.0
J9196_2019,"Injection, gemcitabine hydrochloride (accord), not therapeutically equivalent to j9201, 200 mg",Gemcitabine HCL (J9196),Gemcitabine HCL,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9198_2019,"Injection, gemcitabine hydrochloride, (infugem), 100 mg",Infugem,Gemcitabine HCL In 0.9 % NaCl,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9200_2019,"Injection, floxuridine, 500 mg",Floxuridine,Floxuridine,2019,1139.22,15.0,\N,75.948,75.948,\N,15.0,1.0
J9201_2019,"Injection, gemcitabine hydrochloride, not otherwise specified, 200 mg",Gemcitabine HCL (J9201)*,Gemcitabine HCL*,2019,4463250.78,886589.6,16575.0,5.0341790384,40.215987998,269.27606516,110982.0,0.0
J9202_2019,"Goserelin acetate implant, per 3.6 mg",Zoladex,Goserelin Acetate,2019,9860396.19,22670.0,2920.0,434.95351522,887.76412983,3376.8480103,11107.0,0.0
J9203_2019,"Injection, gemtuzumab ozogamicin, 0.1 mg",Mylotarg,Gemtuzumab Ozogamicin,2019,3506459.69,18315.0,139.0,191.45289053,10435.891935,25226.328705,336.0,0.0
J9204_2019,"Injection, mogamulizumab-kpkc, 1 mg",Poteligeo,Mogamulizumab-Kpkc,2019,11423419.23,58979.0,148.0,193.68621425,17049.879448,77185.265068,670.0,0.0
J9205_2019,"Injection, irinotecan liposome, 1 mg",Onivyde,Irinotecan Liposomal,2019,49623066.33,1116328.0,1742.0,44.452048439,5643.4739372,28486.260809,8793.0,0.0
J9206_2019,"Injection, irinotecan, 20 mg",Camptosar*,Irinotecan HCL*,2019,2089321.6,776291.4,8555.0,2.6914140747,36.977834413,244.22227937,56502.0,0.0
J9207_2019,"Injection, ixabepilone, 1 mg",IXempra,IXabepilone,2019,5263291.0,68865.0,283.0,76.429114935,4572.7984361,18598.201413,1151.0,0.0
J9208_2019,"Injection, ifosfamide, 1 gram",Ifex*,Ifosfamide*,2019,127869.53,4975.0,193.0,25.70241809,89.733003509,662.53642487,1425.0,0.0
J9209_2019,"Injection, mesna, 200 mg",Mesna*,Mesna*,2019,35708.45,20469.1,261.0,1.7445051321,21.786729713,136.81398467,1639.0,0.0
J9217_2019,"Leuprolide acetate (for depot suspension), 7.5 mg",Eligard*,Leuprolide Acetate*,2019,301717732.47,1400470.0,166858.0,215.44033965,787.26293472,1808.2305462,383249.0,0.0
J9223_2019,"Injection, lurbinectedin, 0.1 mg",Zepzelca,Lurbinectedin,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9227_2019,"Injection, isatuximab-irfc, 10 mg",Sarclisa,Isatuximab-Irfc,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9228_2019,"Injection, ipilimumab, 1 mg",Yervoy,Ipilimumab,2019,316603184.86,2360517.0,5784.0,134.12450953,21409.466112,54737.756719,14788.0,0.0
J9229_2019,"Injection, inotuzumab ozogamicin, 0.1 mg",Besponsa,Inotuzumab Ozogamicin,2019,17696305.26,8049.0,126.0,2198.5719046,30250.094462,140446.86714,585.0,0.0
J9245_2019,"Injection, melphalan hydrochloride, not otherwise specified, 50 mg",Alkeran*,Melphalan HCL*,2019,1792778.81,3017.0,457.0,594.22565794,3139.7177058,3922.9295624,571.0,0.0
J9246_2019,"Injection, melphalan (evomela), 1 mg",Evomela,Melphalan HCL/Betadex Sbes,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9250_2019,"Methotrexate sodium, 5 mg",Methotrexate (J9250)*,Methotrexate Sodium*,2019,44521.39,180725.7,4171.0,0.2463478631,0.9917885943,10.674032606,44890.0,0.0
J9259_2019,"Injection, paclitaxel protein-bound particles (american regent) not therapeutically equivalent to j9264, 1 mg",Paclitaxel Protein-Bound,Paclitaxel Protein-Bound,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9260_2019,"Methotrexate sodium, 50 mg",Methotrexate (J9260)*,Methotrexate Sodium*,2019,85543.3,34842.5,3059.0,2.4551424266,3.5841664223,27.964465512,23867.0,0.0
J9261_2019,"Injection, nelarabine, 50 mg",Arranon*,Nelarabine*,2019,374128.8,2901.0,12.0,128.96546019,6133.2590164,31177.4,61.0,0.0
J9262_2019,"Injection, omacetaxine mepesuccinate, 0.01 mg",Synribo,Omacetaxine Mepesuccinate,2019,421347.42,140681.0,11.0,2.9950556223,2016.0163636,38304.310909,209.0,0.0
J9263_2019,"Injection, oxaliplatin, 0.5 mg",Oxaliplatin,Oxaliplatin,2019,3952720.66,25714533.8,14756.0,0.1537154315,49.729139586,267.87209677,79485.0,0.0
J9264_2019,"Injection, paclitaxel protein-bound particles, 1 mg",Abraxane*,Paclitaxel Protein-Bound*,2019,313240116.43,28635711.0,17852.0,10.938793049,2609.7036252,17546.499912,120029.0,0.0
J9266_2019,"Injection, pegaspargase, per single dose vial",Oncaspar,Pegaspargase,2019,1456060.96,114.0,46.0,12772.464561,15326.957474,31653.49913,95.0,0.0
J9267_2019,"Injection, paclitaxel, 1 mg",Paclitaxel,Paclitaxel,2019,2812440.74,20103380.0,21557.0,0.1398988996,21.360579805,130.46531243,131665.0,0.0
J9268_2019,"Injection, pentostatin, 10 mg",Nipent,Pentostatin,2019,823536.97,445.0,78.0,1850.6448764,1979.6561779,10558.166282,416.0,0.0
J9269_2019,"Injection, tagraxofusp-erzs, 10 micrograms",Elzonris,Tagraxofusp-Erzs,2019,1979122.56,7790.0,\N,254.05937869,43024.403478,\N,46.0,0.0
J9271_2019,"Injection, pembrolizumab, 1 mg",Keytruda,Pembrolizumab,2019,2673563659.9,60937815.0,49749.0,43.873638396,9101.5862628,53741.053286,293747.0,0.0
J9272_2019,"Injection, dostarlimab-gxly, 10 mg",Jemperli,Dostarlimab-Gxly,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9273_2019,"Injection, tisotumab vedotin-tftv, 1 mg",Tivdak,TIsotumab Vedotin-Tftv,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9274_2019,"Injection, tebentafusp-tebn, 1 microgram",Kimmtrak,Tebentafusp-Tebn,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9280_2019,"Injection, mitomycin, 5 mg",Mitomycin*,Mitomycin*,2019,17521570.38,179321.4,8452.0,97.710425973,684.73056313,2073.0679579,25589.0,0.0
J9281_2019,"Mitomycin pyelocalyceal instillation, 1 mg",Jelmyto,Mitomycin,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9293_2019,"Injection, mitoxantrone hydrochloride, per 5 mg",Mitoxantrone HCL,Mitoxantrone HCL,2019,111886.84,4328.0,284.0,25.851857671,128.45791045,393.96774648,871.0,0.0
J9294_2019,"Injection, pemetrexed (hospira) not therapeutically equivalent to j9305, 10 mg",Pemetrexed*,Pemetrexed*,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9297_2019,"Injection, pemetrexed (sandoz), not therapeutically equivalent to j9305, 10 mg",Pemetrexed Disodium,Pemetrexed Disodium,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9298_2019,"Injection, nivolumab and relatlimab-rmbw, 3 mg/1 mg",Opdualag,Nivolumab-Relatlimab-Rmbw,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9299_2019,"Injection, nivolumab, 1 mg",Opdivo,Nivolumab,2019,1782421165.2,71952347.0,29916.0,24.772244958,8378.5197931,59580.865263,212737.0,0.0
J9301_2019,"Injection, obinutuzumab, 10 mg",Gazyva,Obinutuzumab,2019,107491982.15,1886756.0,3797.0,56.971851236,5646.7735948,28309.713497,19036.0,0.0
J9303_2019,"Injection, panitumumab, 10 mg",Vectibix,Panitumumab,2019,97201913.57,933626.0,2734.0,104.11226077,5268.110865,35553.004232,18451.0,0.0
J9304_2019,"Injection, pemetrexed (pemfexy), 10 mg",Pemfexy,Pemetrexed,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9305_2019,"Injection, pemetrexed, not otherwise specified, 10 mg",Alimta*,Pemetrexed Disodium*,2019,509258442.47,8274305.0,20046.0,61.546974939,5699.5270615,25404.491792,89351.0,0.0
J9306_2019,"Injection, pertuzumab, 1 mg",Perjeta,Pertuzumab,2019,298536428.23,27250192.0,8055.0,10.955388066,5130.0207621,37062.250556,58194.0,0.0
J9307_2019,"Injection, pralatrexate, 1 mg",Folotyn*,Pralatrexate*,2019,15209202.22,60021.0,137.0,253.39801436,12315.143498,111016.0746,1235.0,0.0
J9308_2019,"Injection, ramucirumab, 5 mg",Cyramza,Ramucirumab,2019,114946264.26,2202845.0,3486.0,52.180822645,7327.9525857,32973.684527,15686.0,0.0
J9309_2019,"Injection, polatuzumab vedotin-piiq, 1 mg",Polivy,Polatuzumab Vedotin-Piiq,2019,\N,\N,\N,\N,\N,\N,\N,\N
J9311_2019,"Injection, rituximab 10 mg and hyaluronidase",Rituxan Hycela,"Rituximab/Hyaluronidase,human",2019,117595637.92,2667688.0,4962.0,44.081481013,6260.7484385,23699.241822,18783.0,0.0
J9312_2019,"Injection, rituximab, 10 mg",Rituxan,Rituximab,2019,1738162046.6,20079344.2,70218.0,86.564682058,7146.9303408,24753.795987,243204.0,0.0
J9313_2019,"Injection, moxetumomab pasudotox-tdfk, 0.01 mg",Lumoxiti,Moxetumomab Pasudotox-Tdfk,2019,399660.92,18400.0,\N,21.720702174,8503.4238298,\N,47.0,0.0
