HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,year,Tot_Spndng,Tot_Dsg_Unts,Tot_Benes,Avg_Spndng_Per_Dsg_Unt,Avg_Spndng_Per_Clm,Avg_Spndng_Per_Bene,Tot_Clms,Outlier_Flag
J7195_2021,"Injection, factor ix (antihemophilic factor, recombinant) per iu, not otherwise specified",Benefix,Factor IX Human Recombinant,2021,37587828.31,18838651.0,236.0,1.9952505256,32770.556504,159270.45894,1147.0,0.0
J7197_2021,"Antithrombin iii (human), per i.u.",Thrombate III,Antithrombin III (Plasma Der),2021,121491.34,47783.0,11.0,2.5425640918,5522.3336364,11044.667273,22.0,1.0
J7198_2021,"Anti-inhibitor, per i.u.",Feiba NF,Anti-Inhibitor Coagulant Comp.,2021,19374146.18,6924720.0,125.0,2.7978237647,36349.242364,154993.16944,533.0,0.0
J7200_2021,"Injection, factor ix, (antihemophilic factor, recombinant), rixubis, per iu",Rixubis,Factor IX Human Recombinant,2021,9054511.25,5844804.0,20.0,1.5491556689,32570.184353,452725.5625,278.0,0.0
J7201_2021,"Injection, factor ix, fc fusion protein, (recombinant), alprolix, 1 i.u.",Alprolix,"Factor IX Rec, Fc Fusion Protn",2021,54628099.86,12456996.0,72.0,4.3853349443,45828.942836,758723.60917,1192.0,1.0
J7202_2021,"Injection, factor ix, albumin fusion protein, (recombinant), idelvion, 1 i.u.",Idelvion,"Factor IX Recom,albumin Fusion",2021,54059876.15,8547084.0,85.0,6.3249496729,49100.70495,635998.54294,1101.0,1.0
J7203_2021,"Injection factor ix, (antihemophilic factor, recombinant), glycopegylated, (rebinyn), 1 iu",Rebinyn,"Factor IX Human Rec,pegylated",2021,3463547.66,771387.0,\N,4.4900259662,41729.48988,\N,83.0,0.0
J7204_2021,"Injection, factor viii, antihemophilic factor (recombinant), (esperoct), glycopegylated-exei, per iu",Esperoct,"FVIII Rec,b-Dom Trunc Peg-Exei",2021,7940905.49,3043150.9,12.0,2.6094353356,60617.59916,661742.12417,131.0,0.0
J7205_2021,"Injection, factor viii fc fusion protein (recombinant), per iu",Eloctate,"Antihemoph.FVIII Rec,fc Fusion",2021,62519533.71,21375729.0,137.0,2.9247907152,35643.975889,456346.96139,1754.0,0.0
J7207_2021,"Injection, factor viii, (antihemophilic factor, recombinant), pegylated, 1 i.u.",Adynovate,"Antihemo.FVIII,full Length Peg",2021,30089063.17,10247826.0,70.0,2.9361411064,38281.250852,429843.75957,786.0,1.0
J7208_2021,"Injection, factor viii, (antihemophilic factor, recombinant), pegylated-aucl, (jivi), 1 i.u.",Jivi,"FVIII Rec,b-Dom Delet Peg-Aucl",2021,13254350.86,3979066.0,22.0,3.3310206114,41290.812648,602470.49364,321.0,1.0
J7209_2021,"Injection, factor viii, (antihemophilic factor, recombinant), (nuwiq), 1 i.u.",Nuwiq,"Antihemoph.FVIII,hek B-Delete",2021,17804768.39,10443564.0,46.0,1.7048555828,38044.376902,387060.18239,468.0,0.0
J7210_2021,"Injection, factor viii, (antihemophilic factor, recombinant), (afstyla), 1 i.u.",Afstyla,"Antihem.FVIII,sin-Chn,b-Dm Tru",2021,5805132.8,2813804.0,29.0,2.0630906772,22500.514729,200176.9931,258.0,0.0
J7211_2021,"Injection, factor viii, (antihemophilic factor, recombinant), (kovaltry), 1 i.u.",Kovaltry,"Antihemophil.FVIII,full Length",2021,5296339.0,3131592.0,24.0,1.6912608667,27300.716495,220680.79167,194.0,0.0
J7212_2021,"Factor viia (antihemophilic factor, recombinant)-jncw (sevenfact), 1 microgram",Sevenfact,"Coagulation VIIA,recomb-Jncw",2021,1161789.23,479000.0,\N,2.4254472443,52808.601364,\N,22.0,0.0
J7213_2021,"Injection, coagulation factor ix (recombinant), ixinity, 1 i.u.",IXinity,"Factor IX Human Recomb,thr 148",2021,\N,\N,\N,\N,\N,\N,\N,\N
J7214_2021,"Injection, factor viii/von willebrand factor complex, recombinant (altuviiio), per factor viii i.u.",Altuviiio,"FVIII Rec,fc-VWF-Xten,bdd-Ehtl",2021,\N,\N,\N,\N,\N,\N,\N,\N
J7308_2021,"Aminolevulinic acid hcl for topical administration, 20%, single unit dosage form (354 mg)",Levulan,Aminolevulinic Acid HCL,2021,36088116.98,93589.5,56893.0,385.60006176,430.17864825,634.31559208,83891.0,0.0
J7311_2021,"Injection, fluocinolone acetonide, intravitreal implant (retisert), 0.01 mg",Retisert,Fluocinolone Acetonide,2021,\N,\N,\N,\N,\N,\N,\N,\N
J7312_2021,"Injection, dexamethasone, intravitreal implant, 0.1 mg",Ozurdex,Dexamethasone,2021,51773256.65,262677.0,16593.0,197.09855317,1445.8572568,3120.1866239,35808.0,0.0
J7313_2021,"Injection, fluocinolone acetonide, intravitreal implant (iluvien), 0.01 mg",Iluvien,Fluocinolone Acetonide,2021,9494399.9,19659.0,835.0,482.95436696,9391.0978239,11370.538802,1011.0,0.0
J7314_2021,"Injection, fluocinolone acetonide, intravitreal implant (yutiq), 0.01 mg",Yutiq,Fluocinolone Acetonide,2021,6285301.06,12866.0,585.0,488.52021296,9069.6984993,10744.104376,693.0,0.0
J7318_2021,"Hyaluronan or derivative, durolane, for intra-articular injection, 1 mg",Durolane,"Hyaluronate Sodium, Stabilized",2021,58555970.17,3409269.0,38078.0,17.175520667,1281.0319442,1537.790067,45710.0,0.0
J7320_2021,"Hyaluronan or derivitive, genvisc 850, for intra-articular injection, 1 mg",Genvisc 850,Hyaluronate Sodium,2021,156124002.29,9259327.3,53854.0,16.861268344,516.25746835,2899.0233277,302415.0,0.0
J7321_2021,"Hyaluronan or derivative, hyalgan, supartz or visco-3, for intra-articular injection, per dose",Hyalgan*,Hyaluronate Sodium*,2021,19241339.01,255800.0,45056.0,75.220246325,98.41513058,427.05386652,195512.0,0.0
J7322_2021,"Hyaluronan or derivative, hymovis, for intra-articular injection, 1 mg",Hymovis,"Hyaluronate,mod.,non-Crosslink",2021,59312371.85,1884919.0,26440.0,31.466801412,962.66002061,2243.28184,61613.0,0.0
J7323_2021,"Hyaluronan or derivative, euflexxa, for intra-articular injection, per dose",Euflexxa,Hyaluronate Sodium,2021,49083316.47,366348.0,79084.0,133.9800312,185.34035853,620.64787403,264828.0,0.0
J7324_2021,"Hyaluronan or derivative, orthovisc, for intra-articular injection, per dose",Orthovisc,Hyaluronate Sodium,2021,42012477.34,311266.0,64123.0,134.97290851,184.34125183,655.18577328,227906.0,0.0
J7325_2021,"Hyaluronan or derivative, synvisc or synvisc-one, for intra-articular injection, 1 mg",Synvisc*,Hylan G-F 20*,2021,64832002.15,6141733.6,83641.0,10.555977574,484.81586951,775.12227436,133725.0,0.0
J7326_2021,"Hyaluronan or derivative, gel-one, for intra-articular injection, per dose",Gel-One,"Hyaluronate Sod, Cross-Linked",2021,174958379.18,147126.0,93574.0,1189.1737638,1554.3289847,1869.732823,112562.0,0.0
J7327_2021,"Hyaluronan or derivative, monovisc, for intra-articular injection, per dose",Monovisc,"Hyaluronate Sodium, Stabilized",2021,51788990.64,68760.0,42828.0,753.18485515,999.03529466,1209.2320594,51839.0,0.0
J7328_2021,"Hyaluronan or derivative, gelsyn-3, for intra-articular injection, 0.1 mg",Gelsyn-3,Hyaluronate Sodium,2021,40874083.47,18798373.0,25957.0,2.1743415491,476.1049198,1574.6844192,85851.0,0.0
J7329_2021,"Hyaluronan or derivative, trivisc, for intra-articular injection, 1 mg",Trivisc,Hyaluronate Sodium,2021,7221233.1,381310.0,3928.0,18.937958879,613.89382811,1838.3994654,11763.0,0.0
J7331_2021,"Hyaluronan or derivative, synojoynt, for intra-articular injection, 1 mg",Sodium Hyaluronate*,Hyaluronate Sodium*,2021,30043.2,2209.0,24.0,13.600362155,455.2,1251.8,66.0,0.0
J7332_2021,"Hyaluronan or derivative, triluron, for intra-articular injection, 1 mg",Triluron,Hyaluronate Sodium,2021,19691637.44,767631.0,8541.0,25.652478131,679.34994273,2305.5423768,28986.0,0.0
J7336_2021,"Capsaicin 8% patch, per square centimeter",Qutenza,Capsaicin/Skin Cleanser,2021,2275395.68,719941.0,677.0,3.1605307657,2457.2307559,3360.9980502,926.0,0.0
J7340_2021,"Carbidopa 5 mg/levodopa 20 mg enteral suspension, 100 ml",Duopa,Carbidopa/Levodopa,2021,56144672.48,264478.0,818.0,212.2848497,6870.3710817,68636.518924,8172.0,0.0
J7345_2021,"Aminolevulinic acid hcl for topical administration, 10% gel, 10 mg",Ameluz,Aminolevulinic Acid HCL,2021,10718885.51,6918800.0,23625.0,1.5492405489,303.31603922,453.70943958,35339.0,0.0
J7351_2021,"Injection, bimatoprost, intracameral implant, 1 microgram",Durysta,Bimatoprost,2021,21888389.8,107140.0,6659.0,204.29708606,2030.6512478,3287.0385643,10779.0,0.0
J7402_2021,"Mometasone furoate sinus implant, (sinuva), 10 micrograms",Sinuva,Mometasone Furoate,2021,796228.12,76912.0,434.0,10.352456314,1734.7017865,1834.6270046,459.0,0.0
J7500_2021,"Azathioprine, oral, 50 mg",Azasan*,Azathioprine*,2021,3176575.74,1932697.0,4737.0,1.6435973875,86.17714495,670.58808106,36861.0,0.0
J7502_2021,"Cyclosporine, oral, 100 mg",Cyclosporine (J7502)*,Cyclosporine*,2021,2645952.59,1336287.0,2956.0,1.9800780745,121.50774201,895.11251353,21776.0,0.0
J7503_2021,"Tacrolimus, extended release, (envarsus xr), oral, 0.25 mg",Envarsus Xr,Tacrolimus,2021,102552113.0,70977599.0,13838.0,1.4448518187,716.98719867,7410.9056945,143032.0,0.0
J7504_2021,"Lymphocyte immune globulin, antithymocyte globulin, equine, parenteral, 250 mg",Atgam,"Lymphocyte Ig,antithymocyt,equ",2021,373917.38,204.0,\N,1832.9283333,19679.862105,\N,19.0,1.0
J7507_2021,"Tacrolimus, immediate release, oral, 1 mg",Prograf (J7507)*,Tacrolimus*,2021,50266359.93,91343083.0,79954.0,0.5503028612,67.300617264,628.69099645,746893.0,0.0
J7508_2021,"Tacrolimus, extended release, (astagraf xl), oral, 0.1 mg",Astagraf XL,Tacrolimus,2021,4208204.54,8699020.0,711.0,0.4837561633,572.77862257,5918.7124332,7347.0,0.0
J7509_2021,"Methylprednisolone oral, per 4 mg",Medrol*,MethylprednIsolone*,2021,8710.75,29370.0,124.0,0.296586653,9.7326815642,70.247983871,895.0,0.0
J7510_2021,"Prednisolone oral, per 5 mg",PrednIsolone*,PrednIsolone*,2021,14219.29,134375.0,525.0,0.1058179721,3.4462651478,27.084361905,4126.0,0.0
J7511_2021,"Lymphocyte immune globulin, antithymocyte globulin, rabbit, parenteral, 25 mg",Thymoglobulin,"Anti-Thymocyte Globulin,rabbit",2021,1907849.91,2870.0,424.0,664.7560662,3013.9809005,4499.6460142,633.0,0.0
J7512_2021,"Prednisone, immediate release or delayed release, oral, 1 mg",PrednIsone*,PrednIsone*,2021,951896.97,67967441.0,50572.0,0.0140051907,2.5360790159,18.822608756,375342.0,0.0
J7515_2021,"Cyclosporine, oral, 25 mg",Cyclosporine (J7515)*,Cyclosporine*,2021,5765102.75,8681269.0,6995.0,0.6640852564,97.569731921,824.17480343,59087.0,0.0
J7517_2021,"Mycophenolate mofetil, oral, 250 mg",CELlcept*,Mycophenolate Mofetil*,2021,23369415.46,60986816.0,49302.0,0.3831879903,58.688812081,474.00542493,398192.0,0.0
J7518_2021,"Mycophenolic acid, oral, 180 mg",Mycophenolic Acid*,Mycophenolate Sodium*,2021,75697918.43,41637235.0,32505.0,1.818034229,284.06390837,2328.8084427,266482.0,0.0
J7520_2021,"Sirolimus, oral, 1 mg",Rapamune*,Sirolimus*,2021,14674103.46,2538384.0,6543.0,5.7808840034,269.39789719,2242.7179367,54470.0,0.0
J7525_2021,"Tacrolimus, parenteral, 5 mg",Prograf (J7525),Tacrolimus,2021,29112.93,466.0,30.0,62.474098712,229.23566929,970.431,127.0,1.0
J7527_2021,"Everolimus, oral, 0.25 mg",Everolimus*,Everolimus*,2021,36869429.97,5784439.0,2445.0,6.3738990021,1808.8323588,15079.52146,20383.0,0.0
J7605_2021,"Arformoterol, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 15 micrograms",Arformoterol Tartrate*,Arformoterol Tartrate*,2021,181314390.26,16624292.0,41127.0,10.906593211,661.37652522,4408.6461512,274147.0,0.0
J7606_2021,"Formoterol fumarate, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 20 micrograms",Formoterol Fumarate*,Formoterol Fumarate*,2021,131017582.5,11479143.0,32212.0,11.413533441,693.83513565,4067.3532379,188831.0,0.0
J7608_2021,"Acetylcysteine, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per gram",Acetylcysteine,Acetylcysteine,2021,1979223.02,377775.0,3566.0,5.239158282,164.96274546,555.02608525,11998.0,0.0
J7611_2021,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 1 mg",Albuterol Sulfate (J7611),Albuterol Sulfate,2021,228680.09,1097551.5,6931.0,0.2083547697,22.0754986,32.993808974,10359.0,0.0
J7612_2021,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 0.5 mg",Albuterol Sulfate (J7612)*,Albuterol Sulfate*,2021,72346.21,237187.0,727.0,0.3050176021,63.741154185,99.513356259,1135.0,0.0
J7613_2021,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg",Albuterol Sulfate (J7613),Albuterol Sulfate,2021,7818406.82,175743057.5,285888.0,0.0444877137,8.9703525883,27.34779641,871583.0,0.0
J7614_2021,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",Levalbuterol HCL*,Levalbuterol HCL*,2021,603075.92,10171382.5,19068.0,0.0592914405,11.755865887,31.627644221,51300.0,0.0
J7620_2021,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,2021,10756964.32,90919747.0,241222.0,0.1183127393,12.266141278,44.593628773,876964.0,0.0
J7626_2021,"Budesonide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 0.5 mg",Budesonide*,Budesonide*,2021,53510927.969,38705853.0,121717.0,1.382502227,85.049219884,439.63397035,629176.0,0.0
J7631_2021,"Cromolyn sodium, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 10 milligrams",Cromolyn Sodium,Cromolyn Sodium,2021,695012.16,267539.0,351.0,2.5977975547,532.57636782,1980.0916239,1305.0,0.0
J7639_2021,"Dornase alfa, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Pulmozyme,Dornase Alfa,2021,29490763.81,617184.0,1135.0,47.782774359,3851.9806439,25983.051815,7656.0,0.0
J7644_2021,"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Ipratropium Bromide,Ipratropium Bromide,2021,1395121.75,6949642.0,40016.0,0.2007472831,9.3483010359,34.864098111,149238.0,0.0
J7674_2021,"Methacholine chloride administered as inhalation solution through a nebulizer, per 1 mg",Provocholine,Methacholine Chloride,2021,82584.69,99824.0,1952.0,0.8273029532,41.942453022,42.307730533,1969.0,0.0
J7677_2021,"Revefenacin inhalation solution, fda-approved final product, non-compounded, administered through dme, 1 microgram",Yupelri,Revefenacin,2021,138164554.55,727813610.0,24246.0,0.1898350795,1003.1696863,5698.4473542,137728.0,0.0
J7682_2021,"Tobramycin, inhalation solution, fda-approved final product, non-compounded, unit dose form, administered through dme, per 300 milligrams",Bethkis*,Tobramycin*,2021,19742375.28,550360.0,3289.0,35.871748092,1896.8462029,6002.5464518,10408.0,0.0
J7686_2021,"Treprostinil, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, 1.74 mg",Tyvaso*,Treprostinil*,2021,253875005.73,378231.0,1713.0,671.21681123,18678.267049,148204.90702,13592.0,0.0
J8501_2021,"Aprepitant, oral, 5 mg",Aprepitant*,Aprepitant*,2021,12893.59,2721.0,28.0,4.7385483278,207.96112903,460.48535714,62.0,0.0
J8520_2021,"Capecitabine, oral, 150 mg",Capecitabine (J8520)*,Capecitabine*,2021,460222.2,624916.0,3527.0,0.7364544995,40.029764286,130.48545506,11497.0,0.0
J8521_2021,"Capecitabine, oral, 500 mg",Capecitabine (J8521)*,Capecitabine*,2021,18199047.71,8584849.0,25636.0,2.1199030653,159.98600234,709.90200148,113754.0,0.0
J8530_2021,"Cyclophosphamide; oral, 25 mg",Cyclophosphamide (J8530),Cyclophosphamide,2021,954255.51,749940.0,2802.0,1.2724424754,83.979187715,340.56228051,11363.0,0.0
J8540_2021,"Dexamethasone, oral, 0.25 mg",Dexamethasone,Dexamethasone,2021,2307.49,26674.0,96.0,0.0865070856,4.6710323887,24.036354167,494.0,0.0
J8560_2021,"Etoposide; oral, 50 mg",Etoposide,Etoposide,2021,1882326.11,24856.0,467.0,75.72924485,1297.261275,4030.6768951,1451.0,0.0
J8610_2021,"Methotrexate; oral, 2.5 mg",Methotrexate (J8610)*,Methotrexate Sodium*,2021,8270.15,28966.0,200.0,0.2855123248,8.0763183594,41.35075,1024.0,0.0
J8655_2021,"Netupitant 300 mg and palonosetron 0.5 mg, oral",Akynzeo (J8655),Netupitant/Palonosetron HCL,2021,23783.98,79.0,19.0,301.06303797,301.06303797,1251.7884211,79.0,0.0
J8700_2021,"Temozolomide, oral, 5 mg",Temodar (J8700)*,Temozolomide*,2021,3749179.75,5120995.0,5465.0,0.7321193928,147.01512626,686.03472095,25502.0,0.0
J8705_2021,"Topotecan, oral, 0.25 mg",Hycamtin (J8705),Topotecan HCL,2021,1855531.15,18677.0,97.0,99.348457996,6603.3137011,19129.187113,281.0,0.0
J9000_2021,"Injection, doxorubicin hydrochloride, 10 mg",Adriamycin*,Doxorubicin HCL*,2021,527192.27,212828.0,6424.0,2.4770813521,20.396652223,82.066044521,25847.0,0.0
J9017_2021,"Injection, arsenic trioxide, 1 mg",Arsenic Trioxide*,Arsenic Trioxide*,2021,1701300.61,106989.0,160.0,15.901640449,322.52144265,10633.128812,5275.0,0.0
J9021_2021,"Injection, asparaginase, recombinant, (rylaze), 0.1 mg",Rylaze,Asparaginase Erwinia-Rywn,2021,\N,\N,\N,\N,\N,\N,\N,\N
J9022_2021,"Injection, atezolizumab, 10 mg",Tecentriq,Atezolizumab,2021,656074898.54,9137003.0,12580.0,71.804168012,8897.6198674,52152.21769,73736.0,0.0
J9023_2021,"Injection, avelumab, 10 mg",Bavencio,Avelumab,2021,79095180.38,1005855.0,1323.0,78.63477378,6894.0277504,59784.716841,11473.0,0.0
J9025_2021,"Injection, azacitidine, 1 mg",Azacitidine*,Azacitidine*,2021,33142126.13,37779607.7,8283.0,0.8772490809,188.8246569,4001.2225196,175518.0,0.0
J9027_2021,"Injection, clofarabine, 1 mg",Clofarabine*,Clofarabine*,2021,62602.7,1870.0,\N,33.477379679,4471.6214286,\N,14.0,0.0
J9030_2021,"Bcg live intravesical instillation, 1 mg",BCG (Tice Strain)*,BCG Live*,2021,14412378.26,5059039.9,20165.0,2.8488366459,125.67144442,714.72245277,114683.0,0.0
J9032_2021,"Injection, belinostat, 10 mg",Beleodaq,Belinostat,2021,5459426.13,143549.0,44.0,38.031794927,8197.3365315,124077.86659,666.0,0.0
J9033_2021,"Injection, bendamustine hcl (treanda), 1 mg",Bendamustine HCL (J9033)*,Bendamustine HCL*,2021,17020133.18,764429.0,751.0,22.265158936,4023.6721466,22663.293182,4230.0,0.0
J9034_2021,"Injection, bendamustine hcl (bendeka), 1 mg",Bendeka,Bendamustine HCL,2021,120158191.31,6572257.0,6368.0,18.282637351,3262.7743588,18869.062706,36827.0,0.0
J9035_2021,"Injection, bevacizumab, 10 mg",Avastin,Bevacizumab,2021,369311857.86,5719432.9,154678.0,64.571411942,606.58178057,2387.6172297,608841.0,1.0
J9036_2021,"Injection, bendamustine hydrochloride, (belrapzo/bendamustine), 1 mg",Belrapzo*,Bendamustine HCL*,2021,12048141.79,571741.0,669.0,21.072726619,3866.5410109,18009.180553,3116.0,0.0
J9039_2021,"Injection, blinatumomab, 1 microgram",Blincyto,Blinatumomab,2021,27936546.8,249429.0,176.0,112.00199977,16869.895411,158730.37955,1656.0,0.0
J9040_2021,"Injection, bleomycin sulfate, 15 units",Bleo 15k*,Bleomycin Sulfate*,2021,78174.08,2861.0,945.0,27.324040545,37.583692308,82.72389418,2080.0,0.0
J9041_2021,"Injection, bortezomib, 0.1 mg",Bortezomib (J9041)*,Bortezomib*,2021,362797565.79,8870983.8,17267.0,40.897106112,1562.5433526,21011.036416,232184.0,0.0
J9042_2021,"Injection, brentuximab vedotin, 1 mg",Adcetris,Brentuximab Vedotin,2021,164383359.56,994211.0,1660.0,165.34051581,21914.859293,99026.120217,7501.0,0.0
J9043_2021,"Injection, cabazitaxel, 1 mg",Jevtana,Cabazitaxel,2021,141653448.28,835336.0,3146.0,169.57661142,10113.046925,45026.5252,14007.0,0.0
J9045_2021,"Injection, carboplatin, 50 mg",Carboplatin*,Carboplatin*,2021,2117021.75,817406.8,27159.0,2.5899243192,18.19669549,77.949178909,116341.0,0.0
J9047_2021,"Injection, carfilzomib, 1 mg",Kyprolis,Carfilzomib,2021,308197166.65,8459642.0,5799.0,36.431466798,3653.0535239,53146.605734,84367.0,0.0
J9049_2021,"Injection, bortezomib (hospira), not therapeutically equivalent to j9041, 0.1 mg",Bortezomib (J9049),Bortezomib,2021,\N,\N,\N,\N,\N,\N,\N,\N
J9050_2021,"Injection, carmustine, 100 mg",Bicnu*,Carmustine*,2021,917156.33,647.0,109.0,1417.5522875,5332.3042442,8414.2782569,172.0,0.0
J9055_2021,"Injection, cetuximab, 10 mg",Erbitux,Cetuximab,2021,138532657.53,2342362.0,3960.0,59.142292067,4109.5419024,34982.994326,33710.0,0.0
J9056_2021,"Injection, bendamustine hydrochloride (vivimusta), 1 mg",Vivimusta,Bendamustine HCL,2021,\N,\N,\N,\N,\N,\N,\N,\N
J9058_2021,"Injection, bendamustine hydrochloride (apotex), 1 mg",Bendamustine HCL (J9058),Bendamustine HCL,2021,\N,\N,\N,\N,\N,\N,\N,\N
J9059_2021,"Injection, bendamustine hydrochloride (baxter), 1 mg",Bendamustine HCL (J9059),Bendamustine HCL,2021,\N,\N,\N,\N,\N,\N,\N,\N
J9060_2021,"Injection, cisplatin, powder or solution, 10 mg",Cisplatin,Cisplatin,2021,461566.88,256654.0,7052.0,1.7984012718,14.028962038,65.451911514,32901.0,0.0
J9061_2021,"Injection, amivantamab-vmjw, 2 mg",Rybrevant,Amivantamab-Vmjw,2021,\N,\N,\N,\N,\N,\N,\N,\N
J9063_2021,"Injection, mirvetuximab soravtansine-gynx, 1 mg",Elahere,Mirvetuximab Soravtansine-Gynx,2021,\N,\N,\N,\N,\N,\N,\N,\N
J9065_2021,"Injection, cladribine, per 1 mg",Cladribine,Cladribine,2021,441253.74,25189.0,335.0,17.51771567,309.86919944,1317.1753433,1424.0,0.0
J9070_2021,"Cyclophosphamide, 100 mg",Cyclophosphamide (J9070),Cyclophosphamide,2021,32625429.99,1188446.3,25507.0,27.452170106,329.53648327,1279.0775077,99004.0,0.0
J9071_2021,"Injection, cyclophosphamide, (auromedics), 5 mg",Cyclophosphamide (J9071),Cyclophosphamide,2021,\N,\N,\N,\N,\N,\N,\N,\N
J9100_2021,"Injection, cytarabine, 100 mg",Cytarabine*,Cytarabine*,2021,7341.47,10485.0,190.0,0.7001878875,3.7266345178,38.639315789,1970.0,0.0
J9119_2021,"Injection, cemiplimab-rwlc, 1 mg",Libtayo,Cemiplimab-Rwlc,2021,179470040.87,6543761.0,2704.0,27.426130152,10001.116794,66372.056535,17945.0,0.0
J9120_2021,"Injection, dactinomycin, 0.5 mg",COsmegen*,Dactinomycin*,2021,331573.95,445.0,27.0,745.11,3250.725,12280.516667,102.0,0.0
J9130_2021,"Dacarbazine, 100 mg",Dacarbazine,Dacarbazine,2021,93991.61,21753.0,451.0,4.320857353,33.389559503,208.40711752,2815.0,0.0
J9144_2021,"Injection, daratumumab, 10 mg and hyaluronidase-fihj",Darzalex Faspro,Daratumumab-Hyaluronidase-Fihj,2021,1046702029.9,23552901.0,12490.0,44.44047168,8632.166902,83803.204953,121256.0,0.0
J9145_2021,"Injection, daratumumab, 10 mg",Darzalex,Daratumumab,2021,478628176.1,9170535.0,8083.0,52.191957841,6806.6238531,59214.174947,70318.0,0.0
J9150_2021,"Injection, daunorubicin, 10 mg",Daunorubicin HCL,Daunorubicin HCL,2021,7106.01,186.0,16.0,38.204354839,209.00029412,444.125625,34.0,0.0
J9153_2021,"Injection, liposomal, 1 mg daunorubicin and 2.27 mg cytarabine",Vyxeos,Daunorubicin/Cytarabine Lipos,2021,5444632.56,30665.0,128.0,177.55201565,17969.084356,42536.191875,303.0,0.0
J9155_2021,"Injection, degarelix, 1 mg",Firmagon,Degarelix Acetate,2021,18178464.5,4758941.0,12396.0,3.8198549845,430.45309133,1466.4782591,42231.0,0.0
J9171_2021,"Injection, docetaxel, 1 mg",Docefrez*,Docetaxel*,2021,2777172.22,4668025.5,9834.0,0.5949351005,65.428361212,282.40514745,42446.0,0.0
J9173_2021,"Injection, durvalumab, 10 mg",Imfinzi,Durvalumab,2021,453544571.62,6457397.0,9073.0,70.236439175,7049.1851355,49988.379987,64340.0,0.0
J9176_2021,"Injection, elotuzumab, 1 mg",Empliciti,Elotuzumab,2021,97730345.81,15815039.0,1554.0,6.1795829786,6635.2329289,62889.540418,14729.0,0.0
J9177_2021,"Injection, enfortumab vedotin-ejfv, 0.25 mg",Padcev,Enfortumab Vedotin-Ejfv,2021,154355577.11,5311452.0,1664.0,29.060900317,10498.236898,92761.76509,14703.0,0.0
J9178_2021,"Injection, epirubicin hcl, 2 mg",Ellence*,Epirubicin HCL*,2021,8401.6,5118.0,26.0,1.6415787417,70.601680672,323.13846154,119.0,0.0
J9179_2021,"Injection, eribulin mesylate, 0.1 mg",Halaven,Eribulin Mesylate,2021,42550810.74,389594.0,2047.0,109.21834202,2890.4837131,20786.912916,14721.0,0.0
J9181_2021,"Injection, etoposide, 10 mg",Etopophos*,Etoposide Phosphate*,2021,520505.23,702557.9,4604.0,0.7408716492,12.325193105,113.05500217,42231.0,0.0
J9185_2021,"Injection, fludarabine phosphate, 50 mg",Fludarabine Phosphate,Fludarabine Phosphate,2021,50329.41,693.0,112.0,72.625411255,96.601554702,449.36973214,521.0,0.0
J9190_2021,"Injection, fluorouracil, 500 mg",Adrucil*,Fluorouracil*,2021,2392838.44,1367493.6,30401.0,1.7497986389,13.685092594,78.709201671,174850.0,0.0
J9196_2021,"Injection, gemcitabine hydrochloride (accord), not therapeutically equivalent to j9201, 200 mg",Gemcitabine HCL (J9196),Gemcitabine HCL,2021,\N,\N,\N,\N,\N,\N,\N,\N
J9198_2021,"Injection, gemcitabine hydrochloride, (infugem), 100 mg",Infugem,Gemcitabine HCL In 0.9 % NaCl,2021,587908.95,17098.0,192.0,34.384661949,554.10834119,3062.0257813,1061.0,0.0
J9200_2021,"Injection, floxuridine, 500 mg",Floxuridine,Floxuridine,2021,3403.91,52.0,15.0,65.459807692,65.459807692,226.92733333,52.0,0.0
J9201_2021,"Injection, gemcitabine hydrochloride, not otherwise specified, 200 mg",Gemcitabine HCL (J9201)*,Gemcitabine HCL*,2021,3212047.86,809156.1,15349.0,3.9696269484,31.373476133,209.26756531,102381.0,0.0
J9202_2021,"Goserelin acetate implant, per 3.6 mg",Zoladex,Goserelin Acetate,2021,10407420.01,22703.0,2944.0,458.4160688,919.22098657,3535.1290795,11322.0,0.0
